ja,en
オートを途中で終了した場合、実行中および準備中の\nリカバリーソーダは返却されます,オートを途中で終了した場合、実行中および準備中の\nリカバリーソーダは返却されます
最後に、このオート1の設定を繰り返す回数を設定します,最後に、このオート1の設定を繰り返す回数を設定します
1つの設定に対して『最大5回まで』設定することができます\n今回は『1回』で進めますね〜,1つの設定に対して『最大5回まで』設定することができます\n今回は『1回』で進めますね〜
これで基本的なオートの設定は完了しました〜,これで基本的なオートの設定は完了しました〜
次は『ループ』について説明します,次は『ループ』について説明します
チェックを入れるとプロデュース回数が25回になるまで\nオート1から順番に繰り返し実行する機能です,チェックを入れるとプロデュース回数が25回になるまで\nオート1から順番に繰り返し実行する機能です
今回はチェックを入れずに進めます,今回はチェックを入れずに進めます
それではスキルをひとつ習得してみましょう♪,それではスキルをひとつ習得してみましょう♪
『W.I.N.G.』で優勝するためには、\n準決勝、決勝で１位をとる必要があります,『W.I.N.G.』で優勝するためには、\n準決勝、決勝で１位をとる必要があります
優勝を目指すために\nスターの獲得方法を学びましょう,優勝を目指すために\nスターの獲得方法を学びましょう
今回は審査員が残り１人というところまで\n進めておきました,今回は審査員が残り１人というところまで\n進めておきました
決勝戦、最後の審査員に\n思いっきりアピールしましょう〜,決勝戦、最後の審査員に\n思いっきりアピールしましょう〜
「Visual担当審査員」を選択しましょう～,"Well then, let's select the Visual Judge～"
オートを開始した後の状況確認やスキップ、\n途中終了はここから行います,オートを開始した後の状況確認やスキップ、\n途中終了はここから行います
アイドルランクアップおめでとうございます\n各シーズン内にある「目標ランク」を必ず達成しましょうね,アイドルランクアップおめでとうございます\n各シーズン内にある「目標ランク」を必ず達成しましょうね
それでは……お待ちかねの\n「運命の出会いガシャ」にご案内しますね～,それでは……お待ちかねの\n「運命の出会いガシャ」にご案内しますね～
「運命の出会いガシャ」はプロデューサーさんの\n好きなタイミングで引くことができます,「運命の出会いガシャ」はプロデューサーさんの\n好きなタイミングで引くことができます
ただし、１回しか引くことができないので\nタイミングはよく考えましょうね～,ただし、１回しか引くことができないので\nタイミングはよく考えましょうね～
フェスアイドルを編成しました,フェスアイドルを編成しました
なお、フェスアイドルは必ず５人必要なので、\n全ポジションへの編成が必要になります,なお、フェスアイドルは必ず５人必要なので、\n全ポジションへの編成が必要になります
編成は色々試してみてくださいね～\n終わったら前の画面に戻りましょう～♪,編成は色々試してみてくださいね～\n終わったら前の画面に戻りましょう～♪
プロデュースユニットが所持している８つの\nライブスキルから３つがランダムに選出され、\n１ターンに１つを使うことができます,プロデュースユニットが所持している８つの\nライブスキルから３つがランダムに選出され、\n１ターンに１つを使うことができます
まずは、1つ目の「スキル」選択してみましょう～,まずは、1つ目の「スキル」選択してみましょう～
選択した「スキル」と同じジャンルの\n「担当審査員」に使うと『好印象』を得られますので\n覚えておいてくださいね～,選択した「スキル」と同じジャンルの\n「担当審査員」に使うと『好印象』を得られますので\n覚えておいてくださいね～
審査員の方を選択すると\n「アピールメーター」が表示されます\n基本は「Perfect」の位置を狙っていきましょう,審査員の方を選択すると\n「アピールメーター」が表示されます\n基本は「Perfect」の位置を狙っていきましょう
今が「Perfect」チャンスの位置です\n本番では、うまく狙ってくださいね,今が「Perfect」チャンスの位置です\n本番では、うまく狙ってくださいね
トレーニングしたいアイドルを選択します,トレーニングしたいアイドルを選択します
ここでSPを使って新しいスキルを習得できますよ～\n必要なSPはここを見てくださいね,ここでSPを使って新しいスキルを習得できますよ～\n必要なSPはここを見てくださいね
スキルを習得すると\n隣にあるスキルが選べるようになっていきます\n順番を考えながら習得していきましょう～,スキルを習得すると\n隣にあるスキルが選べるようになっていきます\n順番を考えながら習得していきましょう～
スキルの違いも見てみましょう～,スキルの違いも見てみましょう～
スキルを習得しました～\nこれで振り返りのチュートリアルはおしまいです♪,スキルを習得しました～\nこれで振り返りのチュートリアルはおしまいです♪
プロデューサーさん、やりましたね～\n審査員を満足させることができたので\n「スター」を獲得することができましたよ\n,プロデューサーさん、やりましたね～\n審査員を満足させることができたので\n「スター」を獲得することができましたよ\n
ライバルよりも「一番多くのスターを獲得」して\n１位を目指しましょう,ライバルよりも「一番多くのスターを獲得」して\n１位を目指しましょう
あ、アイドルが緊張してしまっているようですね\nプロデューサーさん、\n何か激励の言葉をかけてあげてください,あ、アイドルが緊張してしまっているようですね\nプロデューサーさん、\n何か激励の言葉をかけてあげてください
オーディションの直前はアイドルの\n緊張をほぐしてあげるのも、\nプロデューサーさんの大切な役目ですよ～,オーディションの直前はアイドルの\n緊張をほぐしてあげるのも、\nプロデューサーさんの大切な役目ですよ～
アイドルロードとは【白いツバサ】のアイドルたちが\n様々なミッションを経て成長してく場所となります,アイドルロードとは【白いツバサ】のアイドルたちが\n様々なミッションを経て成長してく場所となります
アイドルロードのミッションを確認してみましょう,アイドルロードのミッションを確認してみましょう
ここでミッションを確認することができますよ～,ここでミッションを確認することができますよ～
1つミッションを達成すると1歩先に進めることが出来ます,1つミッションを達成すると1歩先に進めることが出来ます
ぜひミッションを達成してゴールを目指しましょう♪,ぜひミッションを達成してゴールを目指しましょう♪
思い出ゲージが溜まりましたよ\nプロデューサーさんとアイドルとのコミュニケーション\nによって、引き出された能力です,思い出ゲージが溜まりましたよ\nプロデューサーさんとアイドルとのコミュニケーション\nによって、引き出された能力です
Goodのタイミングをうまく狙えると\n思い出アピールの力が「最大限」引き出されます,Goodのタイミングをうまく狙えると\n思い出アピールの力が「最大限」引き出されます
「Good」をTAPしましょう\n本番では、しっかり狙っていきましょう,「Good」をTAPしましょう\n本番では、しっかり狙っていきましょう
最後に補足です\n快適なプロデュースのために\nこちらを忘れずにやってくださいね〜,最後に補足です\n快適なプロデュースのために\nこちらを忘れずにやってくださいね〜
次に、ユニットを編成します\n今回はこのユニットをオートプロデュースしてみましょう〜,次に、ユニットを編成します\n今回はこのユニットをオートプロデュースしてみましょう〜
まれに、朝、アイドルから話しかけられることがありますよ,"Sometimes, the idols may talk to you in the morning."
アイドルの心情を汲み取って\n適切な返答を「素早く答える」必要がありますので\n日頃からアイドルのことをよく見ててあげましょう～,"You'll need to consider the idol's feelings and
give a ""Quick-Time response."" Let's be sure to
regularly pay attention to the idols～"
今回は私が適切な返答を教えてあげますね～,今回は私が適切な返答を教えてあげますね～
つぎは「お仕事」について説明しますね〜,つぎは「お仕事」について説明しますね〜
今明るく光っているのが「お仕事」です,今明るく光っているのが「お仕事」です
お仕事の種類も３つあるんですよ\nそれぞれ「メンタル」「SP」「ファン」を\n増やすことが可能なんです,"There are also 3 types of work.
It's possible to increase ""Mental"", ""SP"",
and ""Fans"" with these."
レッスン、お仕事にはそれぞれ\nサポートアイドルの皆さんがいます\n是非、一緒に行動して絆を深めていってくださいね～,"There are support idols in both lessons and
work. Please work together to
deepen your bonds～"
あ、プロデューサーさん、\n私がいることが気になりました？\nふふ。私はお手伝いをしているだけですよ\n,"Oh, Producer-san,
did you notice me?
Fufu. I'm just helping out."
こちらのアイドルとの絆を深めておきました\nさっそくラジオの収録に挑戦してみましょう～,こちらのアイドルとの絆を深めておきました\nさっそくラジオの収録に挑戦してみましょう～
フェスにもいろいろあるんですよ,フェスにもいろいろあるんですよ
ここはアイドルたちが競い合う\n「フェス」に参加するための場所になります,ここはアイドルたちが競い合う\n「フェス」に参加するための場所になります
フェスに参加するために、プロデュースで誕生した\nフェスアイドルでユニットを編成しましょう〜,フェスに参加するために、プロデュースで誕生した\nフェスアイドルでユニットを編成しましょう〜
次は育成方針を設定します,次は育成方針を設定します
育成するアイドルの伸ばしたいステータスを設定します\n今回はVocalを選んでください〜,育成するアイドルの伸ばしたいステータスを設定します\n今回はVocalを選んでください〜
「Vocal担当審査員」を選択しましょう～,"Well then, let's select the Vocal Judge～"
オーディションは、他のライバルユニットと一緒に\n参加をします。「審査員」を一番多く満足させて\n「スターを獲得」し、１位を目指してくださいね♪,オーディションは、他のライバルユニットと一緒に\n参加をします。「審査員」を一番多く満足させて\n「スターを獲得」し、１位を目指してくださいね♪
他のライバルユニットも含め「スターの数」と\n「メンタル」を都度チェックしていきましょうね,他のライバルユニットも含め「スターの数」と\n「メンタル」を都度チェックしていきましょうね
ここでは初心者ミッションで育成した\nアイドルでユニットを編成してみましょう,ここでは初心者ミッションで育成した\nアイドルでユニットを編成してみましょう
まずはプロデュースアイドルをタップしましょう♪,まずはプロデュースアイドルをタップしましょう♪
フェスアイドルにしたいアイドルを選びます\n今回は初心者ミッションで育成したアイドルを\nタップしてください♪,フェスアイドルにしたいアイドルを選びます\n今回は初心者ミッションで育成したアイドルを\nタップしてください♪
アイドルがセットされました,アイドルがセットされました
次はサポートアイドルを編成しましょう\nサポートアイドルのアイコンをタップしてください♪,次はサポートアイドルを編成しましょう\nサポートアイドルのアイコンをタップしてください♪
編成するサポートアイドルをタップしてみましょう♪,編成するサポートアイドルをタップしてみましょう♪
それでは残りのサポートアイドルも設定していきましょう♪,それでは残りのサポートアイドルも設定していきましょう♪
プロデュースアイテムの中には\nオートプロデュースで使えないものもあります,プロデュースアイテムの中には\nオートプロデュースで使えないものもあります
オートプロデュースを途中で終了した場合、\nアイテムは返却されますよ〜,オートプロデュースを途中で終了した場合、\nアイテムは返却されますよ〜
今回はプロデュースアイテムなしで設定しますね〜,今回はプロデュースアイテムなしで設定しますね〜
オート1のプロデュースが設定されました〜♪,オート1のプロデュースが設定されました〜♪
ミニゲームやアイドルのプロフィールは\nこちらからいつでも確認可能ですよ〜,ミニゲームやアイドルのプロフィールは\nこちらからいつでも確認可能ですよ〜
これにてプロデュースのチュートリアルは終了です\nプロデュースはこのボタンから開始できますよ〜,これにてプロデュースのチュートリアルは終了です\nプロデュースはこのボタンから開始できますよ〜
プロデュースのおさらいをしましょう♪,プロデュースのおさらいをしましょう♪
アイドルを特訓すると新しいスキルが覚えられます♪\n「同じイラストのアイドルで特訓」\n「特訓はづきさんで特訓」のふたつの方法がありますよ～,アイドルを特訓すると新しいスキルが覚えられます♪\n「同じイラストのアイドルで特訓」\n「特訓はづきさんで特訓」のふたつの方法がありますよ～
まずは特訓したいアイドルを選択します,まずは特訓したいアイドルを選択します
編成中の同じアイドルを選択してしまったので\nユニットからはずれてしまいました,編成中の同じアイドルを選択してしまったので\nユニットからはずれてしまいました
もう一度選び直してください,もう一度選び直してください
適切なコミュニケーションを取ると\n「アイドルのテンション」が上昇し\n「親愛度」を得ることができますよ～,適切なコミュニケーションを取ると\n「アイドルのテンション」が上昇し\n「親愛度」を得ることができますよ～
さらに、アイドルとの信頼関係を築いていくと\n「思い出アピール」のレベルが上がります,さらに、アイドルとの信頼関係を築いていくと\n「思い出アピール」のレベルが上がります
事務所ではアイドルとコミュニケーションを取ることが\nできるんですよ,事務所ではアイドルとコミュニケーションを取ることが\nできるんですよ
ただ、プロデューサーさんならお分かりかと思いますが\n「節度のあるコミュニケーション」を\n心掛けてくださいね～,ただ、プロデューサーさんならお分かりかと思いますが\n「節度のあるコミュニケーション」を\n心掛けてくださいね～
準備が整ったら\nオーディションに挑戦してみましょう,準備が整ったら\nオーディションに挑戦してみましょう
最後に右下をご覧ください〜,最後に右下をご覧ください〜
こちらに、オートプロデュースに必要な『スタミナ』と、\n現在設定している『プロデュース回数』が表示されています,こちらに、オートプロデュースに必要な『スタミナ』と、\n現在設定している『プロデュース回数』が表示されています
1回のオートプロデュースで必要なスタミナは30です\nチュートリアルでは特別にスタミナは消費しません〜,1回のオートプロデュースで必要なスタミナは30です\nチュートリアルでは特別にスタミナは消費しません〜
ちなみに、オートプロデュースは1回につき1時間かかります\nスキップもできますので後でご説明しますね〜,ちなみに、オートプロデュースは1回につき1時間かかります\nスキップもできますので後でご説明しますね〜
ここまでの説明は大丈夫そうですか？\n早速、オートプロデュースを使ってみましょう〜,ここまでの説明は大丈夫そうですか？\n早速、オートプロデュースを使ってみましょう〜
トレーニングをするためには\nトレーニング用のチケットが必要となりますよ～,"In order for you to train, you need to use a Training Ticket～"
今回は「Lv.50チケット」を使ってみましょう,"This time, let's use the Lv.50 Ticket."
