title,trans
冬優子へのプレゼント・マドレーヌ＋♥,Gift for Fuyuko・Madeleine＋♥
キャラメル,Caramel
冬優子へのプレゼント・キャラメル,Gift for Fuyuko・Caramel
冬優子へのプレゼント・キャラメル＋♥,Gift for Fuyuko・Caramel＋♥
コーヒーとケーキ,Coffee and Cake
冬優子へのプレゼント・コーヒーとケーキ,Gift for Fuyuko・Coffee and Cake
冬優子へのプレゼント・コーヒーとケーキ＋♥,Gift for Fuyuko・Coffee and Cake＋♥
激辛担々麺,Super Spicy Tantan Noodles
冬優子へのプレゼント・激辛担々麺,Gift for Fuyuko・Super Spicy Tantan Noodles
冬優子へのプレゼント・激辛担々麺＋♥,Gift for Fuyuko・Super Spicy Tantan Noodles＋♥
アイスケーキ,Ice Cream Cake
冬優子へのプレゼント・アイスケーキ,Gift for Fuyuko・Ice Cream Cake
冬優子へのプレゼント・アイスケーキ＋♥,Gift for Fuyuko・Ice Cream Cake＋♥
小悪魔♡テンプテーション,Impish♡Temptation
ハンド♡イン♡ハンド,Hand♡In♡Hand
静寂の頃はまだ遠く,Still Faraway Silence
今、ここにある光の色は,"Now, the color of the light here"
（その一幕は、）,"(That one act was, )"
昨日のように遠くて,As far as yesterday
記憶より湿っぽくて,More dreary than a recollection
思い出ほどあたたかくない,Not as warm as a memory
ざらにあるエピソード。,A typical episode.
猫かぶりと不良ごっこ,Feigning innocence and playing bad
猫かぶりとハンドケア,Feigning innocence and doing nails
１と３の境界,Boundary of 1 and 3
思いの外　深い,Unexpectedly   Close
透明、隔てて表裏,"Transparent, Two-Face Division"
ゲーノー人、ハンパない,"Celebrities, are awesome"
向いている？それとも,Does it suit me? Or not?
そういえば、そうだった,"Come to think of it, it was"
ぶつかってみるしか,Clash Against
乗り越える,Getting over it
どーかな？,What is it?
ここまで来れたんだし,Came this far
ハンパないのって,I felt different
どーだ！！！！！！,That's it!!!!!!
【’19Xmas】クレープ,[19Xmas] Crepe
【’19Xmas】遊園地チケット,[19Xmas] Amusement Park Ticket
【’19Xmas】緊張しないための本,[19Xmas] 'Keeping You Away From Nervousness' Book
【’19Xmas】愛依・タピオカミルクティー,[19Xmas] Mei's Bubble Tea
【和泉 愛依】2020バレンタインデー,[Mei] 2020 Valentine's Day
【’25VD】愛依・くじ引き箱,['25VD] Mei's Lottery Box
【'25VD】和泉愛依とのひととき,['25VD] A Moment with Mei
アルファベット型のチョコレート,Alphabet-shaped Chocolate
愛依へのプレゼント・アルファベット型のチョコレート,Gift for Mei・Alphabet-shaped Chocolate
愛依へのプレゼント・アルファベット型のチョコレート＋♥,Gift for Mei・Alphabet-shaped Chocolate＋♥
スイーツビュッフェ,Sweets Buffet
愛依へのプレゼント・スイーツビュッフェ,Gift for Mei・Sweets Buffet
愛依へのプレゼント・スイーツビュッフェ＋♥,Gift for Mei・Sweets Buffet＋♥
世界のチョコレート,Chocolates from around the world
愛依へのプレゼント・世界のチョコレート,Gift for Mei・Chocolates from around the world
愛依へのプレゼント・世界のチョコレート＋♥,Gift for Mei・Chocolates from around the world＋♥
マカロンの詰め合わせ,Assorted Macarons
愛依へのプレゼント・マカロンの詰め合わせ,Gift for Mei・Assorted Macarons
愛依へのプレゼント・マカロンの詰め合わせ＋♥,Gift for Mei・Assorted Macarons＋♥
惑星チョコ,Planet Chocolates
愛依へのプレゼント・惑星チョコ,Gift for Mei・Planet Chocolates
愛依へのプレゼント・惑星チョコ＋♥,Gift for Mei・Planet Chocolates＋♥
耳栓,Earplugs
愛依へのプレゼント・耳栓,Gift for Mei・Earplugs
愛依へのプレゼント・耳栓＋♥,Gift for Mei・Earplugs＋♥
マジ詰んでるし,Seriously at my Limit
色落ちとかないわ～,Dealing with Color Loss～
速攻っしょ！,Hella Awesome!
レシーブっ！,Receive!
今のうち？,It's Out?
予定が～～～！！,The Plan Is～!!
カタカナむずい～,Katakana's Hard～
びっくりした？,I'm Scared?
びっくりしたっしょ？,Are You Scared?
ガブッといくね♪,I'm Gonna Bite You♪
カンタンに楽しも～,Simple Pleasures～
マジリスペクト,Major Respect
トメ　ハネ　雑　だめ,"Stops, Turns, Rough- Wrong"
想い、筆に込めて,Thoughts into Strokes
ロッキュー！,Rock You!
ズンチャー！,Bum-chh!
シー,Shhh
冬のおはなし,A Winter Story
朝のおはなし,A Morning Story
愛のおはなし,A Love Story
うちに勝てる～？,Am I Winning～?
おはようございます！先輩！,Good Morning! Senpai!
放課後の買い食い～♪,Afterschool Snacking～♪
あって思った,"Ah, we met, I thought."
人生,Life
あれって思った,"Oh, it's that, I thought."
ていうか、思い込んでた,"Really, I was thinking too hard about it."
ちゃんとやるから,"I'll do it properly, so."
嬉しいってこと,A happy thing.
人生、長いから,"Life's a long way, after all."
遅刻,Late
遅刻ならず,Without being late
鼓動,Beat
携帯が鳴ってる,Buzzing cellphone
息してるだけ,I'm only breathing
どうしたいのかとか、聞かれても,Even if you ask me what I want to do
息したいだけ,I only want to breathe
泥の中,In the mud
そんなふうに終わるね,So that's how it ends
街はつづく、人生みたいに,"The city goes on, just like life"
オエイシス、イエー,"Oasis, yaaay"
火,Fire
キッチンできみは火薬をまぜる,You mixing gunpowder in the kitchen
ラスト,Last
てっぺん,The top
知ってる？,Do you know?
来たかも,I think it's here
望む、空,Dreams beyond the skies
そうなのかも,It might be like that
思ったから,That's what I thought
【浅倉 透】2023 バレンタイン準備,[Toru] 2023 Valentine's Preparations
【’25VD】透・チョコレート,['25VD] Toru's Chocolate
【'25VD】浅倉透とのひととき,['25VD] A Moment with Toru
クッキー,Cookies
透へのプレゼント・クッキー,Gift for Toru・Cookies
透へのプレゼント・クッキー＋♥,Gift for Toru・Cookies＋♥
日用品,Daily Necessities
透へのプレゼント・日用品,Gift for Toru・Daily Necessities
透へのプレゼント・日用品＋♥,Gift for Toru・Daily Necessities＋♥
クッキー,Cookies
透へのプレゼント・クッキー,Gift for Toru・Cookies
透へのプレゼント・クッキー＋♥,Gift for Toru・Cookies＋♥
おまえのおと,Your sound
おまえのなまえ,Your name
捕,Caught
ボイスでらくらく理解,Communication made easy with your voice
ボイスでらく,Communication with your voice
ボイス,Your voice
１こめ,1st
２こめ,2nd
３こめ,3rd
４こめ,4th
いつか,Someday
午後１,Afternoon 1
午後２,Afternoon 2
所感：頑張ろうな,Thoughts: Work at it
午後３,Afternoon 3
所感：,Thoughts:
見上げてたこと,What I looked up to
火の星,The Fire Star
雨は体温で発火する,Raising the heat in the rain
裸足でこい,Come at me barefooted
１個、光,Single Light
ひゅー,Whiff
ごー,Rumble
ざぶーん,Splash
食,Food
食　　い,E　　a t
たい,I want to
べた,Ate
食べたい,I want to eat
　わった時間,Time h　s passed
追いつい　ら,When you've cau　ht up
そう　　こと,That's wh　t 　 mea　t
樋口円香、幼なじみ,"Madoka Higuchi, childhood friend."
小糸ちゃんと雛菜、幼なじみ,"Koito-chan and Hinana, childhood friends."
おもいこんだら,おもいこんだら
われらはつくるわれらのりゆう,われらはつくるわれらのりゆう
写像１,Mapping 1
写像２,Mapping 2
　　　　な　　　　　つ,　　　　Su　　　　　mmer
、夏夏,", Summer Summer"
たぶん絶対、おそらく,たぶん絶対、おそらく
ろーかる銀河,ろーかる銀河
うわの宙,うわの宙
プール・フール,Pool Fool
泳げばとうとし,It's good if you can swim
虫たちの夜,The Insects' Night
いつか忘れること,Something I'll forget someday
かんぱい,Kanpai
鳥,Bird
コーン総裁,Corn General
総括せよ,Summarize that
要返還対象者総覧,Collation of persons of whom returns are owed
だいたい7月終わりくらい,Around the end of July
たぶんお盆前くらい？,Around Obon maybe?
今日,Today
透明心臓,Transparent Heart
羽が落ちてて,A Fallen Feather
溶けてる,Melting
落ちてる,Falling
浮いてる？,Floating?
ひぃふぅみぃよぉ,One two three four
種ってやつぁ,Sow a seed
できてりゃいいじゃねぇか,It's fine if it's done ain't it
特等席,First Class Seat
夜に待つ,夜に待つ
カメラ・レンズに笑う,カメラ・レンズに笑う
バウンダリー,バウンダリー
二酸化炭素濃度の話,二酸化炭素濃度の話
心臓を握る,心臓を握る
風穴,風穴
蛇足,蛇足
無に送信,A Message to No One
然るに受信,Yet Receiving a Reply
脈を打て,Pulsation
空は晴れている,A Clear Sky
息遣いを聞く,Listening to the Breath
無機質な廊下,The Lifeless Corridoor
椅子の背もたれに,Backrest of the Chair
願いは叶う,A Wish Granted
水盤に落針,A small ripple in the basin
鏡の花、水の中の月,"Flower in the mirror, moon in the water"
糖蜜と塩,Molasses and salt
胸に抱く鬼灯,"Houzuki, held close to the chest "
描く空は澄んでいた,The painted sky was clear
歌声もきれぎれに,Even the singing voice was fragmented
【’25VD】円香・チョコレート,['25VD] Madoka's Chocolates
【'25VD】樋口円香とのひととき,['25VD] A Moment with Madoka
チェリーのジュレ,Cherry Jelly
円香へのプレゼント・チェリーのジュレ,Gift for Madoka・Cherry Jelly
円香へのプレゼント・チェリーのジュレ＋♥,Gift for Madoka・Cherry Jelly＋♥
瓶詰めプリン,Bottled Pudding
円香へのプレゼント・瓶詰めプリン,Gift for Madoka・Bottled Pudding
円香へのプレゼント・瓶詰めプリン＋♥,Gift for Madoka・Bottled Pudding＋♥
ブールドネージュ,Boule de Neige
円香へのプレゼント・ブールドネージュ,Gift for Madoka・Boule de Neige
円香へのプレゼント・ブールドネージュ＋♥,Gift for Madoka・Boule de Neige＋♥
瓶詰めチョコレート,Chocolate in a Jar
円香へのプレゼント・瓶詰めチョコレート,Gift for Madoka・Chocolate in a Jar
円香へのプレゼント・瓶詰めチョコレート＋♥,Gift for Madoka・Chocolate in a Jar＋♥
ローズジュレのパフェ,Rose Jelly Parfait
円香へのプレゼント・ローズジュレのパフェ,Gift for Madoka・Rose Jelly Parfait
円香へのプレゼント・ローズジュレのパフェ＋♥,Gift for Madoka・Rose Jelly Parfait＋♥
ダウト,Doubt
シャワー,Shower
横顔,Profile
あまい,Sweet
にがい,Bitter
and (call),and (call)
ニガニガ,ニガニガ
水、風、緑,水、風、緑
掴もうとして,掴もうとして
手すりの錆,手すりの錆
エンジン,エンジン
囀,Chirp
信,Trust
噤,Shut
偽,Feign
銀,Silver
ピトス・エルピス,Pithos・Elpis
hibi ,hibi: daily
hako,hako: box
uru uru,uru uru: damp
kara su,kara su: crow
序,Order (Foreword)
廃墟、エントロピー,"Ruin, and Entropy"
ドライフラワー,Dried Flower
ノンフィニート,Non finito
美しいもの,Something Beautiful
上澄,Supernatant
瀝青観測,Surveying the asphalt
宙へ還る,Return to space
火毬,Fire cone
定義する、今,"To define, the moment・present"
マンホール,Manhole
高架下,Under the Overhead Bridge
忘れ物,Something Forgotten
ka ta chi,ka ta chi (f or m)
doro michi,doro michi (muddy path)
溶ける言葉,溶ける言葉
プリントの手触り,プリントの手触り
水滴,Droplets
飴玉,Candy
み,to
る,see
雨に彗,Comet in the Rain
ストロボ,Strobe
chira chira,chira chira (flicker flicker)
飲む,Drink
乾かす,Dry
賭ける,Wager
存在,Existing
以外,Except
部屋,Room
雨情,Rainy Scenes
場面・雨,Scene・Rain
場面・鳴,Scene・Thunderclap
場面・傘,Scene・Umbrella
たそがれ,Dusk
かわたれ,Dawn
麻婆豆腐,Mapo tofu
クリームパン,Cream-filled bun
舞,Flicker・Revolving
灯,Lamp・lan
籠,Cage・tern
漠漠,Boundless
線路,Railroad
潮風,Seabreeze
帰宅,Homecoming
潤す,Moisten
とおのねふりの,An eternal slumber
みなめさめ,All awaken
なみのりふねのおとのよきかな ,To the beautiful sounds of a rippling boat
かけ流しの旅,Flowing Spring Journey
なりたいものなあに,なりたいものなあに
想いはお砂糖づけ,想いはお砂糖づけ
ガラスの嘘,ガラスの嘘
背中みっつ,背中みっつ
いまは小さな糸だけど,いまは小さな糸だけど
ごめんなさいはなし,ごめんなさいはなし
ここにおいでよ,ここにおいでよ
【’25VD】小糸・アニマルトリュフ,['25VD] Koito's Animal Truffles
【'25VD】福丸小糸とのひととき,['25VD] A Moment with Koito
お菓子詰め合わせ,Assorted Sweets
小糸へのプレゼント・お菓子詰め合わせ,Gift for Koito・Assorted Sweets
小糸へのプレゼント・お菓子詰め合わせ＋♥,Gift for Koito・Assorted Sweets＋♥
マドレーヌ,Madeleine
小糸へのプレゼント・マドレーヌ,Gift for Koito・Madeleine
小糸へのプレゼント・マドレーヌ＋♥,Gift for Koito・Madeleine＋♥
フォーチュンクッキー,Fortune Cookie
小糸へのプレゼント・フォーチュンクッキー,Gift for Koito・Fortune Cookie
小糸へのプレゼント・フォーチュンクッキー＋♥,Gift for Koito・Fortune Cookie＋♥
アップルパイ,Apple Pie
小糸へのプレゼント・アップルパイ,Gift for Koito・Apple Pie
小糸へのプレゼント・アップルパイ＋♥,Gift for Koito・Apple Pie＋♥
琥珀糖,Amber Sugar
小糸へのプレゼント・琥珀糖,Gift for Koito・Amber Sugar
小糸へのプレゼント・琥珀糖＋♥,Gift for Koito・Amber Sugar＋♥
空色 クリ ー ム ソー ダ,Sky-Colored Cream Soda 
遊泳コーヒーフロート,Swimming Coffee Float
福と豆,Fortune & Beans
内と外,Inside & Out
糸と鳥,Thread & Birds
絡まる糸を解くように,Unravelling tangled threads
運転手さんあのね,"Listen up, driver"
花丸かくれんぼ,Hanamaru Hide & Seek
公園うさぎはとべない,Playground Rabbits Can't Fly
或いは編むように,Sort of Weaving
蝶々結びはかたく,A Tightly Tied Bow
電柱を築くような,Like Building Poles
足りない身の丈,A Height Too Short
気付いたのは,The Moment I Realized
やさしく解けていく,Gentle Unraveling
とこなつココナツ,Everlasting Summer Coconuts
プールサイダー,Poolside Soda
イヤじゃないの,It doesn't bother you?
なんだそっか,So that's how it is...
どろぼうと小テスト,A Test and a Thief
高校生クエッション,A Higher Schooler’s Question
単語帳おばけ,The Ghost of the Flash Cards
解答用紙を走れ,Running with an Answer Sheet
教科書を閉じたら,If I close the textbook...
夏の氷はすぐ溶ける,Rapidly Melting Summer Ice
起立気をつけ礼,Attention! Stand Up Straight! Bow!
アイドル先生,Idol Teacher
思い出作りになる前に,Before it's just a memory
だけど蜩が鳴いてる,While the cicadas are still chirping
言えるかな,Could I say it?
まだまだ広い,A world so vast
小さくたって,Even just a little...
 画用紙コウモリ,Paper Bats
夕陽はかぼちゃ色,A Pumpkin-Colored Sunset
いたずらおばけめ！,You Naughty Ghosts!
ありふれた約束,A Mundane Promise
いつか忘れる本の題名,A book title I'll forget someday
それでもまた春は,"Even so, it's still Spring"
ここは４パーセント,4% from here
秋を燃やして,Burning Autumn
おいしい雨模様,Tasty rainy weather
おなかは空くの,It makes us hungry
晴れときどき桜,Sunny with a chance of cherry blossoms
フェアリー,Fairy
わたしにもみえた,I could see it too
やみかわチャレンジ,Yamikawa challenge
わたしのファン,My fan
できない天使,An angel who couldn't do it well
【’25VD】雛菜・宝石チョコ,['25VD] Hinana's Gemstone Chocolates
【'25VD】市川雛菜とのひととき,['25VD] A Moment with Hinana
マカロン,Macaron
雛菜へのプレゼント・マカロン,Gift for Hinana・Macaron
雛菜へのプレゼント・マカロン＋♥,Gift for Hinana・Macaron＋♥
フィナンシェ,Financier Cake
雛菜へのプレゼント・フィナンシェ,Gift for Hinana・Financier Cake
雛菜へのプレゼント・フィナンシェ＋♥,Gift for Hinana・Financier Cake＋♥
チーズラスク,Cheese Rusk
雛菜へのプレゼント・チーズラスク,Gift for Hinana・Cheese Rusk
雛菜へのプレゼント・チーズラスク＋♥,Gift for Hinana・Cheese Rusk＋♥
アニマルキャンディー,Animal Candy
雛菜へのプレゼント・アニマルキャンディー,Gift for Hinana・Animal Candy
雛菜へのプレゼント・アニマルキャンディー＋♥,Gift for Hinana・Animal Candy＋♥
宝石キャンデイー,Gem Candy
雛菜へのプレゼント・宝石キャンディー,Gift for Hinana・Gem Candy
雛菜へのプレゼント・宝石キャンディー＋♥,Gift for Hinana・Gem Candy＋♥
なみ,Nami
そうだよ,That's Right
いいね日常！,Daily life is good!
いいね日常！！,Daily life is good!!
よくないよ,It's not good
うっすら透明になる,Becoming faintly transparent
いたい、いきてる,"It hurts, I'm alive"
そうな　の,Is That     Right
【’25VD】にちか・徳用チョコ,['25VD] Nichika's Value-pack Chocolate
【'25VD】七草にちかとのひととき,['25VD] A Moment with Nichika
クッキー,Cookies
にちかへのプレゼント・クッキー,Gift for Nichika・Cookies
にちかへのプレゼント・クッキー＋♥,Gift for Nichika・Cookies＋♥
フルーツゼリー,Fruit Jelly
にちかへのプレゼント・フルーツゼリー,Gift for Nichika・Fruit Jelly
にちかへのプレゼント・フルーツゼリー＋♥,Gift for Nichika・Fruit Jelly＋♥
ハンドクリーム,Hand Cream
にちかへのプレゼント・ハンドクリーム,Gift for Nichika・Hand Cream
にちかへのプレゼント・ハンドクリーム+♥,Gift for Nichika・Hand Cream+♥
うーわ ,Uwah
赤いやつほんとマジ ,That red stuff is awful
まだ終わらないので ,Because it's not over yet
電話が勝手に,The phone calls by itself
食べたいやつ,What I want to eat
入口までです,"To the entrance, please"
先いえ,Tell me beforehand
　ん　ょう←けすな笑,_ve_time←Don't erase lol
また黒いの,It's black again
いないので,Because you aren't here
　　えり,_elc_me h_me
10階,10th Floor
違うから,There's No Comparison
足下に天井,The Ceiling Beneath Your Feet
ポップ'n pop,POP'n pop
不自然なboogie,strained boogie
【’25VD】美琴・クッキー,['25VD] Mikoto's Cookies
【'25VD】緋田美琴とのひととき,['25VD] A Moment with Mikoto
プリン,Pudding
美琴へのプレゼント・プリン,Gift for Mikoto・Pudding
美琴へのプレゼント・プリン＋♥,Gift for Mikoto・Pudding＋♥
スコーン,Scone
美琴へのプレゼント・スコーン,Gift for Mikoto・Scone
美琴へのプレゼント・スコーン＋♥,Gift for Mikoto・Scone＋♥
カップケーキ,Cupcake
美琴へのプレゼント・カップケーキ,Gift for Mikoto・Cupcake
美琴へのプレゼント・カップケーキ＋♥,Gift for Mikoto・Cupcake＋♥
ガトーショコラ,Chocolate Gateau
美琴へのプレゼント・ガトーショコラ,Gift for Mikoto・Chocolate Gateau
美琴へのプレゼント・ガトーショコラ+♥,Gift for Mikoto・Chocolate Gateau+♥
ジ・エピソード,the episode.
らくがき,Doodle
砂に描いた,Drawn in the Sand
視線視線視線,視線視線視線
奪われた斑鳩ルカ,奪われた斑鳩ルカ
交差,交差
見たくないものがやってくる,見たくないものがやってくる
重ならないでよ,重ならないでよ
メッセージの行方,メッセージの行方
【’25VD】ルカ・最中,['25VD] Luca's Monaka
【'25VD】斑鳩ルカとのひととき,['25VD] A Moment with Luca
クッキー,Cookies
ルカへのプレゼント・,Gift for Luca・Cookies
ルカへのプレゼント・+♥,Gift for Luca・Cookies+♥
羊羹,Youkan
ルカへのプレゼント・羊羹,Gift for Luca・Youkan
ルカへのプレゼント・羊羹+♥,Gift for Luca・Youkan+♥
うたたね,Nap
きんぎょ,Goldfish
祭りの後,After the Festival
スカウト！,Scout!
なんでもしてくれる人,Will do anything
ものすごい才能？,Amazing talent?
美しいままで,Always beautiful
彼女のステージ,Her stage
後悔とか,Regrets
今すぐ会いに来て,Come and see me right now
寮のご飯の話,Talking about Dorm Food
特別なこと,Something Special
ビジュ120点♡ラブストーリー,120 pts for Visual♡Love Story
下手すぎ,下手すぎ
彼女なりに,In her own way
スキャンダル,Scandal
呆気ないもの,Something Unexpected
及第点,Passing Mark
【鈴木 羽那】2024 バレンタイン準備,[Hana] 2024 Valentine's Day Prep
【鈴木 羽那】2024バレンタインデー,[Hana] 2024 Valentine's Day
羽那へのプレゼント・チョコレート,Gift for Hana・Chocolate
【’25VD】羽那・ちゃんとしたチョコ,['25VD] Hana's Proper Chocolate
【'25VD】鈴木羽那とのひととき,['25VD] A Moment with Hana
カタログ,Catalog
羽那へのプレゼント・カタログ,Gift for Hana・Catalog
羽那へのプレゼント・カタログ+♥,Gift for Hana・Catalog+♥
チョコクロワッサン,Chocolate Croissant
羽那へのプレゼント・チョコクロワッサン,Gift for Hana・Chocolate Croissant
羽那へのプレゼント・チョコクロワッサン+♥,Gift for Hana・Chocolate Croissant+♥
会,Meeting
いいね♥２,2♥Likes
思い出用１,Memories 1
思い出用2,Memories 2
『黒』を解放する存在,"Those who eliminate ""darkness"""
彗星群,Comet Shower
見つめる先にあるもの,What lies ahead
走りはじめたから,Started running
熱にはじかれて,Repelled by heat
心の向かう方,The way to the heart
色づいていく,Changing color
広い場所,Large place
あの日、駆けだしたのはきっと,"That day, they definitely started running"
長い旅路の途中,On a Long Journey
望みの彼方まで,Beyond your Dreams
線なんてない,No Lines
光はどこ,Where's the Light?
対価、もしくは,"Consideration, or"
イノセンス,Innocence
決壊,Breakdown
わたしだけの場所,My Own Place
【’23Xmas】クリスマスカード,[23Xmas] Christmas Card
【’23Xmas】ホットアップルサイダー,[23Xmas] Hot Apple Cider
【’23Xmas】クリスマスオーナメント,[23Xmas] Christmas Ornament
【’23Xmas】動画,[23Xmas] Video
【郁田 はるき】2024 バレンタイン準備,[Haruki] 2024 Valentine's Day Prep
【郁田 はるき】2024バレンタインデー,[Haruki] 2024 Valentine's Day
はるきへのプレゼント・手作りチョコ,Gift for Haruki・Handmade Chocolate
【’25VD】はるき・ミニフォンデュ鍋セット,['25VD] Haruki's Mini Fondue Set
【'25VD】郁田はるきとのひととき,['25VD] A Moment with Haruki
手帳グッズ,Planner Goods
はるきへのプレゼント・手帳グッズ,Gift for Haruki・Planner Goods
はるきへのプレゼント・手帳グッズ+♥,Gift for Haruki・Planner Goods+♥
クッキーの詰め合わせ,Assorted Cookies
はるきへのプレゼント・クッキーの詰め合わせ,Gift for Haruki・Assorted Cookies
はるきへのプレゼント・クッキーの詰め合わせ+♥,Gift for Haruki・Assorted Cookies+♥
アンフォルメル,Art Informel
作品No.____,Artwork No.____
美しき時代,A Beautiful Era
観測者の見る夢は,The observer's dream
この歌は空へとけて,This song goes to the sky
あなたは生きている,You are alive
たぶんこれから何度もある一日,One of many days to come probably
見たことなかったもの,Something I had never seen before
海、吹き去ったから,The sea has blown away
雨につらぬかれて,Pierced by the rain
届くように,To deliver it
もちろん、今も,"Of course, even now"
28分前／後,28 minutes before/after
甘い憩い,Sweet Memories
成長の記録,成長の記録
見えるところ見えないところ,見えるところ見えないところ
ホームボイス1,Home Voice 1
ホームボイス2,Home Voice 2
ホームボイス3,Home Voice 3
ホームボイス4,Home Voice 4
ホームボイス4（アイドルロード）,Home Voice 4 (Idol Road)
ホームボイス5,Home Voice 5
ホームボイス6,Home Voice 6
ホームボイス7,Home Voice 7
ホームボイス8,Home Voice 8
ホームボイス9,Home Voice 9
ホームボイス10,Home Voice 10
ホームタッチボイスA①,Home Touch Voice A ①
ホームタッチボイスA②,Home Touch Voice A ②
ホームタッチボイスA③,Home Touch Voice A ③
ホームタッチボイスB①,Home Touch Voice B ①
ホームタッチボイスB②,Home Touch Voice B ②
ホームタッチボイスB③,Home Touch Voice B ③
ホームタッチボイスC①,Home Touch Voice C ①
ホームタッチボイスC②,Home Touch Voice C ②
ホームタッチボイスC③,Home Touch Voice C ③
プロデュースボイス①,Produce Voice ①
プロデュースボイス②,Produce Voice ②
プロデュースボイス③,Produce Voice ③
プロデュースボイス④,Produce Voice ④
プロデュースボイス⑤,Produce Voice ⑤
プロデュースボイス⑥,Produce Voice ⑥
プロデュースボイス⑦,Produce Voice ⑦
プロデュースボイス⑧,Produce Voice ⑧
プロデュースボイス⑨,Produce Voice ⑨
プロデュースボイス⑩,Produce Voice ⑩
プロデュースボイス⑪,Produce Voice ⑪
プロデュースボイス⑫,Produce Voice ⑫
プロデュースボイス⑬,Produce Voice ⑬
タッチボイス①,Touch Voice ①
タッチボイス②,Touch Voice ②
タッチボイス③,Touch Voice ③
タッチボイス④,Touch Voice ④
タッチボイス⑤,Touch Voice ⑤
タッチボイス⑥,Touch Voice ⑥
タッチボイス⑦,Touch Voice ⑦
タッチボイス⑧,Touch Voice ⑧
タッチボイス⑨,Touch Voice ⑨
タッチボイス⑩,Touch Voice ⑩
タッチボイス⑪,Touch Voice ⑪
タッチボイス⑫,Touch Voice ⑫
タッチボイス⑬,Touch Voice ⑬
信頼度Lv.2ボイス,Trust Lv.2 Voice
信頼度Lv.3ボイス,Trust Lv.3 Voice
信頼度Lv.4ボイス,Trust Lv.4 Voice
信頼度Lv.5ボイス,Trust Lv.5 Voice
信頼度Lv.6ボイス,Trust Lv.6 Voice
信頼度Lv.7ボイス,Trust Lv.7 Voice
信頼度Lv.8ボイス,Trust Lv.8 Voice
信頼度Lv.9ボイス,Trust Lv.9 Voice
信頼度Lv.10ボイス,Trust Lv.10 Voice
信頼度Lv.11ボイス,Trust Lv.11 Voice
信頼度Lv.12ボイス,Trust Lv.12 Voice
信頼度Lv.13ボイス,Trust Lv.13 Voice
信頼度Lv.14ボイス,Trust Lv.14 Voice
信頼度Lv.15ボイス,Trust Lv.15 Voice
信頼度Lv.16ボイス,Trust Lv.16 Voice
ホームボイス・キャスコレ(朝1),Home Voice・CastColle(Morning1)
ホームボイス・キャスコレ(朝2),Home Voice・CastColle(Morning2)
ホームボイス・キャスコレ(朝3),Home Voice・CastColle(Morning3)
ホームボイス・キャスコレ(星1),Home Voice・CastColle(Noon1)
ホームボイス・キャスコレ(昼2),Home Voice・CastColle(Noon2)
ホームボイス・キャスコレ(昼3),Home Voice・CastColle(Noon3)
ホームボイス・キャスコレ(夜1),Home Voice・CastColle(Night1)
ホームボイス・キャスコレ(夜2),Home Voice・CastColle(Night2)
ホームボイス・キャスコレ(夜3),Home Voice・CastColle(Night3)
ホームボイス・キャスコレ(フリー),Home Voice・CastColle(Free)
【玉兎三星】 ボイス①,【玉兎三星】 ボイス①
【玉兎三星】 ボイス②,【玉兎三星】 ボイス②
【玉兎三星】 ボイス③,【玉兎三星】 ボイス③
【サマーアイドル2025】 ボイス①,[Summer Idol 2025] Voice ①
【サマーアイドル2025】 ボイス②,[Summer Idol 2025] Voice ②
【櫻木 真乃】 誕生日ミニコミュ①,[Mano] Birthday Mini Commu ①
【櫻木 真乃】 誕生日ミニコミュ②,[Mano] Birthday Mini Commu ②
【櫻木 真乃】 誕生日ミニコミュ③,[Mano] Birthday Mini Commu ③
【櫻木 真乃】 誕生日ミニコミュ④,[Mano] Birthday Mini Commu ④
【櫻木 真乃】 誕生日ミニコミュ⑤,[Mano] Birthday Mini Commu ⑤
【櫻木 真乃】 誕生日ミニコミュ⑥,[Mano] Birthday Mini Commu ⑥
【風野 灯織】 誕生日ミニコミュ①,[Hiori] Birthday Mini Commu ①
【風野 灯織】 誕生日ミニコミュ②,[Hiori] Birthday Mini Commu ②
【風野 灯織】 誕生日ミニコミュ③,[Hiori] Birthday Mini Commu ③
【風野 灯織】 誕生日ミニコミュ④,[Hiori] Birthday Mini Commu ④
【風野 灯織】 誕生日ミニコミュ⑤,[Hiori] Birthday Mini Commu ⑤
【風野 灯織】 誕生日ミニコミュ⑥,[Hiori] Birthday Mini Commu ⑥
【八宮 めぐる】 誕生日ミニコミュ①,[Meguru] Birthday Mini Commu ①
【八宮 めぐる】 誕生日ミニコミュ②,[Meguru] Birthday Mini Commu ②
【八宮 めぐる】 誕生日ミニコミュ③,[Meguru] Birthday Mini Commu ③
【八宮 めぐる】 誕生日ミニコミュ④,[Meguru] Birthday Mini Commu ④
【八宮 めぐる】 誕生日ミニコミュ⑤,[Meguru] Birthday Mini Commu ⑤
【八宮 めぐる】 誕生日ミニコミュ⑥,[Meguru] Birthday Mini Commu ⑥
【月岡 恋鐘】 誕生日ミニコミュ①,[Kogane] Birthday Mini Commu ①
【月岡 恋鐘】 誕生日ミニコミュ②,[Kogane] Birthday Mini Commu ②
【月岡 恋鐘】 誕生日ミニコミュ③,[Kogane] Birthday Mini Commu ③
【月岡 恋鐘】 誕生日ミニコミュ④,[Kogane] Birthday Mini Commu ④
