ja,en
なでてあげてください！\nマメ丸、きっと喜びますっ！\n今度連れてきますね……！,Please pet him! I'm sure\nMamemaru will be happy! I'll\nbring him with me next time...!
さっき撮ったの\n一緒にアップしよ！\nせーの……ゴー！,Let's post that picture we took\nat the same time! 3-2-1... Post!
──ふふっ、投稿完了！\n反応が楽しみだねっ,"Heheh, posting complete! I\ncan't wait for the reactions!"
甘奈って動物だと\n何っぽいかな？,What kind of animal would you\nsay I'm like?
うーん……\n猫、か……？,"Hmm... maybe, a cat...?"
うっ……\nやっぱり正座は\n慣れないかも……,Uuh... I might not be able to\nkeep sitting seiza style...
凛世も……\nびりびりです……\nふふ……,Rinze is... also trembling...\nfufu...
ゲームしながらでもできる\n楽しいトレーニングってある？\n甜花ちゃんに教えてあげたいな,Is there any fun training you can\ndo while playing games? I'd like\nto tell Tenka-chan.
あら、そもそも\nトレーニングが\n楽しいじゃない？,"Oh, well, isn't training fun to\nbegin with?"
デビ太郎のシール付き\nチョコ、買ってきた～！\nはい、甜花ちゃんの分！,"I bought chocolates with\nDevitaro stickers～! These ones\nare for you, Tenka-chan!"
なーちゃん、ありがと……\nにへへ…………よし……\n白いデビ太郎……来い……！,"Thanks, Naachan... Nihehe..\nLet's see... come on... white\nDevitaro...!"
三つ葉にひとつ足して～\nはい！　四つ葉のクローバー！,Paste an extra leaf onto a\nthree-leaf one～ There!\nFour-leaf clover!
いけないんだ\n甘奈ちゃん、ズルしてる♪,"What a bad girl, Amana-chan,\nthat's cheating♪"
あさひちゃん！\n裾が出てるかも,Asahi-chan! I think your shirt is\nuntucked.
お、ホントだ\nよく気付けるっすね！,"Oh, it is! Ya got a good eye!"
ふゆちゃん、何か落としたよ！\nあ！　このキーホルダー\nめっちゃかわいー,"Fuyu-chan, you dropped\nsomething! Ah! This keychain is\nway cute～"
えっ！？　あ、ありがとう！\n可愛いよねー！　友達に、もらったんだけど……,"Eh!? T-Thanks! Isn't it cute-!\nI got it, from a friend though..."
この前、めーっちゃ\n愛依ちゃんに似合いそうな\n服見つけたんだ～！,"Just earlier, I saw some clothes\nthat would totally suit you\nMei-chan～!"
マジでマジで～？\n一緒に見にいきたいんだけど！,Wait seriously～? Then I wanna\ngo look together!
真乃ちゃん……\nぽかぽかの、におい……,Mano-chan... You smell nice\nand warm...
ふふ、日向ぼっこしてたんだ\n次は甜花ちゃんも一緒に……っ,"Hehe, it's because I was\nbasking in the sun. Next time\nyou'll have to come with me..."
か、風野さん……\nもしかして、甜花……\n邪魔……だった……？,K-Kazano-san... Is Tenka...\nin your way...?
い、いえ、そんなことは……\n……あの、もう少し近くに\n座りませんか？,"N-No, you're not... ...Um, would\nyou sit a bit closer?"
八宮さん……\nきらきらしてる……\nまぶしくて、かっこよくて……,"Hachimiya-san... you're\nshining... dazzling, and cool..."
きらきらかぁ……！　わたしはイルミネだから、そう思ってもらえるとすっごく嬉しいよー！,"Shining...! Since I'm part of\nIllumine, I'm super happy you\nthink that!"
月岡さん……\nいいにおい……\n美味しそう……,Tsukioka-san... That smells\nnice... And looks yummy...
みんなに差し入ればい～！\nんふふ～、甜花\nちょっとだけ味見するね？,"I'm gonna give sum' ta\neveryone～! Ehehe～, do you\nwant a little taste Tenka?"
た、田中さん……！\nえ、えと……その……\nその、あうう……,"T-Tanaka-san...! U-Uhm...\nit's... it's, auhhh..."
ちょっとー\n言い終わる前に\n自滅しないでよー,"Geez, don't just self-destruct\nbefore you finish."
し、白瀬さん……\n髪……さらさら……\n甜花は……あう……,S-Shirase-san... your hair... is\nso smooth... Tenka's is...\nauuu...
後ろ髪が跳ねているね\nほら、おいで\n私に梳かせてくれないかな？,"The back of your hair is\nmussed, isn't it. Come here. Will\nyou let me comb it for you?"
てんちゃん……\n甜花は……てんちゃん……\nにへへ……,Ten-chan... Tenka is...\nTen-chan... Nihehe...
おっ！　『てんちゃん』、\n気に入ってもらえた感じ？,Oh! I take it you're pleased with\n'Ten-chan'?
ゆ、幽谷さん……！\n今日、レアモン……出る日……\nだから……その……,"Y-Yukoku-san...! Today, a...\nrare monster... is appearing...\nso let's..."
ふふっ……\n準備……\nできてるよ……,Hehe... I'm... ready...
果穂ちゃん……！\nこないだの……\nジャスティスⅤ……！,Kaho-chan...! The other day...\nJustice V...!
甜花さんも見ましたかっ！？\nシルバーがスゴかったです！\nカッコよかったですー！！！,Tenka-san watched it too!?\nSilver was reaaally amazing!\nHe was so cool-!!!
冷蔵庫……\nプリンが……ふたつ……\nお土産……だって……,There's two... puddings... in the\nfridge... I brought as a gift...
プリン！？　やったー！\n──甜花ちゃんは今食べる！？\nそれとも後で……！？,Pudding!? Hooray! Should we\neat now!? Or maybe later...!?
さ、西城さん……\nえ、えと……その……\nご、ごめんなさい……！！！,S-Saijou-san... Uh uhm...\nThat's... I-I'm sorry!!!
や、別に取って\n食ったりしねーぞ……？,"Sokay, I'm not gonna bite your\nhead off or anything..."
杜野さん、動く時、静か……！\nステルス機能……！\nサイレントキルも、楽勝……！,"Morino-san, when you move,\nyou're quiet...! Stealth\nfeature...! Silent killer, victory...!"
ふふ……\n忍者モードで……\nございます……,"Fufu... I am in... Ninja-mode... "
有栖川さんのスケジュール……\nすごい……\n甜花の一か月分を、一日で……,Arisugawa-san's schedule... is\namazing... a month of work for\nTenka... in a day...
事前にしっかりとした\nスケジュールを組むことで、\n効率的に動けるのよ！,"If you set up a solid schedule in\nadvance, you can work\nefficiently!"
なーちゃん……\nにへへ……,Naa-chan... Nihehe...
えへへ☆\nてーんかちゃんっ,Ehehe☆ Tenka-chan～
千雪さんの膝……\nあったかい……,Chiyuki-san's lap... is warm...
わぁ、甘えん坊さん,"Ah, aren't you a little\nsweetheart."
せ、芹沢さん……\n何、見てるの……？,S-Serizawa-san... what are\nyou looking at?
今は何も見てないっすよ？,I'm not lookin' at anythin'?
ま、黛さん……！\n今日……お日様、ぽかぽか……\n絶好の、お昼寝びより……！,"M-Mayuzumi-san...! Today...\nthe sun, is so warm... it's\ndefinitely ideal for a nap...!"
わあっ……♪\nうん、ほんとにぽかぽか\nふゆも、眠くなってきちゃうな,"Wahh...♪ Mhm, it really is\nwarm. Fuyu is also getting\nkinda drowsy."
和泉さん……妹、いるんだ……\n甜花……なーちゃん、いて……\nおんなじ……,"Izumi-san... has a... younger\nsister... Tenka... has one too,\nNaa-chan..."
アハハ\nおねーちゃん仲間～♪,"Ahaha, older sister besties～♪"
わ、今日は\n手作りのお弁当なのね……！,"Wow, you brought a handmade\nbento box today...!"
はい……っ\nあ、えっと、冷凍のおかずも……\nあるんですけれど……,"Yes... Ah, uhm, and there's a\nside-dish too... in the fridge..."
あら、後ろ\n少しほつれてるかも……,"Oh, the back of your shirt might\nbe a bit frayed..."
ええっ、本当ですか\n……すみません、お恥ずかしい,"Huh, really? ...Pardon me, how\nembarassing."
ね、少し走らない？,"Hey, should we go for a short\nrun?"
いいねいいね！\n河川敷まで行きたいなー！,Good thinking! I want to go until\nwe reach the riverbed!
コロッケ弁当と\nシャケのお弁当……\n迷ってるの……！,Croquette bento or salmon\nbento... I'm stumped...!
ん～～～～！\nうちが食べたかとは\nシャケやけど……,Hmmm～～! I'm kinda in tha mood\nfor salmon bento...
す、スマホの自動音声モードが\n切れないの……！,I-I can't turn off my\nsmartphone's automatic voice\nrecognition...!
ヘイ、スマホ―\n自動音声モードオフにしてー,"Hey, smartphone～ Turn\nautomatic voice recognition off."
いちど、\nポニーテールにしてみたくて,I'd like to try wearing a my hair\nin a ponytail some time.
それは素敵になりそうだ……！\n少し触れていいかい、マイレディ,"That would look wonderful...!\nMay I touch your hair for a\nmoment, my lady?"
ジャージって、\n何着でローテしてる……？,How many tracksuits do you\nhave in your rotation...?
えっ、うーん\n３着……？,"Ehh, uhm, three...?"
いい天気……！\n屋上に行かない……？,Nice weather...! Should we go\nto the rooftop...?
わ……はい……\nぐーって……のびたいな……,"Wah... yes... I want to stretch...\nLike ""Mm-aaah""!"
私のランドセルは\n赤だったなぁ……,My old elementary school\nbackpack was red...
千雪さんの小学校の頃……見てみたいですっ！,Chiyuki-san's elementary\nschool days... I want to see your\nold backpack!
漫画ありがとう……！\n続き、気になっちゃって,Thanks for the manga...! I'm\ncurious what will happen next!
えへへっ、よかったです！\n今度、ぜひ感想とか\n聞かせてくださいね……！,"Eheheh, I'm glad! Next time,\nyou'll definitely have to let me\nknow what you thought...!"
レッスン場に\n忘れ物しちゃって……,I forgot something in the lesson\nroom...
あっ、じゃあ\n一緒に行こーぜ\n危ねーしな,"Ah, well let's go together.\nIt's no big deal."
山陰組、イエーイ♪,"San'in group, yay♪"
イエーイ……♪,Yay...♪
肌のゆらぎとか\n感じる？,Do you ever get any skin\nirritations or such?
いえ……私はまだ\n毎日のケアが大切よね,No... I haven't yet. Taking daily\ncare of it is important.
甘奈ちゃん、\nちーっす,"Amana-chan, g'morn!"
千雪さん、\nちーっす☆,"Chiyuki-san, g'morn☆"
こちょこちょこちょ……！,Goochie goochie goo...!
や、やめて……！\nにへっ……\nにへへっ……！,S-Stop it...! Nihe... niheheh...!
見て見て\nてんとう虫……！,"Look, look, there's a ladybug...!"
おおー！\nなかなか大きいっす！,Oohh! An' it'sa real big one too!
わ、まつ毛長いのね……！,"Wow, your eyelashes are so\nlong...!"
……っ\nそ、そんな～♡\n千雪さんも、長いなー,"...O-Oh, come on～♡ Yours are\nlong too, Chiyuki-san!"
10円、拾っちゃったの……,I found a 10 yen coin...
うわ、マジ！？\n交番付き合う！？,"Wah, seriously!? Should we\ntake it to the police!?"
真乃ちゃんの鳩\nどうしてピーちゃん\nっていうんすか？,"Mano-chan, why's your bird\ncalled Pii-chan?"
そんなに大した理由はないの\n雛のころに『ぴーぴー』って\n鳴いてたからなんだ……っ,"It's not that special of a reason.\nWhen he was a baby he would\nalways cry ""Pii Pii""..."
わたしのこと\n占ってほしいっす！,I wan'cha to give me a fortune!
ご、ごめん。占いが好きなだけで、占うのは……おすすめのサイトは教えられるんだけど……,"S-Sorry. I love fortune-telling,\nbut don't do it myself... I can\ngive you a website."
『八宮めぐる』と『芹沢あさひ』\nって似てるっす！\nあははっ！,"""Hachimiya Meguru"" and\n""Serizawa Asahi"" look kinda\nsimilar in writin'! Ahaha!"
……？　あっ、本当だ！\n漢字とひらがなの組み合わせ！\nおそろいだねー！,"...? Ah, they do huh! Kanji last\nnames and hiragana first\nnames! We match!"
恋鐘ちゃんの料理\n美味しいって聞いたっす！\n食べたいっす！,I've heard Kogane-chan's\ncookin' is tasty! I wanna eat\nsum'!
うん～！\n今度寮に来んね～？\nなんでもご馳走するばい！,Yeah～! Next time ya come to\nthe dorms～? I'll treat ya to\nanything ya like!
虫捕まえたっす！\n摩美々ちゃんのトカゲ\n食べるっすかね、これ,I caught a bug! Mamimi-chan's\nlizards eat 'em right? Here-
そういうのは\n受け付けてないんでー,"They don't eat that kind,\nthough."
咲耶さんくらい\n背が高いと\n色々見えるんすか？,Can you see a whole bunch'a\nthings when you're that tall?
試してみるかい？\nほら、私の腕にどうぞ、お嬢さん？,"Want to see for yourself? May I\nlift you up, little lady?"
あさたん……\nあさたんたん……\nあさたんたんたん……,Asa-tan... Asa-tan-tan...\nAsa-tan-tan-tan...
おー\n順調に増えてってるね……！,"Oh, it just keeps getting\nlonger...!"
あ痛っ！,Aouch!
わ……傷……！\nふー……\nふー……,Wa... you're cut...! Fooo...\nFooo...
とぉーう！,Tooooh!
わぁっ！　ヒーローキックですね！\nあたしも…っ\n──とうっ！,"Whoa! That's a Hero Kick, isn't\nit!? Then me too... ──Toh!"
チョコレート！\nくださいっす！\n甘いの！,Chocolate! Please!\nThe sweet kind!
おっけー！\n──はい、どうぞ！\nとっておきだよ～？,"Okay! Right, here you go! That's\na special one from me!"
樹里ちゃんって\n弟いるっすか？,"Juri-chan, d'ya got a younger\nbrother?"
え？\nや、弟はいねーけど……,"Eh? No, I don't have one..."
凛世ちゃんみたいな人を\n『大和撫子』って\nいうんすよね,"People like Rinze-chan are\ncalled ""Yamato Nadeshiko""\naren't they?"
ふふ……\nあさひさんは……\nガーベラのよう……,Fufu...  Asahi-san is like...\na Gerbera...
夏葉さんって\nどのくらい重いもの\n持てるっすか？,"Natsuha-san, how much weight\ncan ya lift?"
うふふ、そうね……\nあさひのことくらいなら\n軽々抱えられるかしらね？,"Ufufu, hmm... I could probably\ncarry something weighing as\nmuch as you, easily!"
双子だと\nどんな面白いこと\nあるっすか？,What're some interestin' things\nabout being twins?
甜花ちゃんと\n姉妹っていうだけで\n最高だよ☆,The best part is just having\nTenka-chan as my sis☆
わ！\nすっごいもこもこ！\n気持ちいい！,Wah! This is super fluffy!\nIt feels great!
で、デビ太郎……\n返して～……,M-My devitaro plush...\ngive it back...!
お酒ってどんな味なんすか？\n酔うってどんな感覚なんすか？,What kind of flavor does alcohol\nhave? What's it feel like to get\ndrunk?
えっとね……\nやっほー♪♪♪\nって感じ……！,Uhm... it's like... Yahoo-♪♪♪
冬優子ちゃんって\n冬だといつもより\n優しくなるんすか？,"When winter comes around,\ndoes that mean Fuyuko-chan\nwill get nicer?"
何くだらないこと\n言ってんのよ\nふゆは年中優しいわよ,What are you going on about?\nFuyu is nice year-round.
愛依ちゃん！\nこれ、今日の習字で\n書いたっす！,"Mei-chan! Look, I did some\ncalligraphy today!"
おぉ～！\n上手くなってるじゃ～ん♪,Ooh～! Aren't you getting\nskilled～♪
おはよう、真乃ちゃん！\nふふっ\nくるっぽー♪,"Morning, Mano-chan! Fufu,\nchirp-♪"
ほわぁ……っ\nふふ、くるっぽー♪,"Howa... Hehe, chirp-♪"
おはよう、灯織ちゃん！\n灯織ちゃんの髪、綺麗だね……\n特別なお手入れしてるの？,"Good morning, Hiori-chan!\nYour hair is pretty... Do you do\nanything special to it?"
あ、ありがとうございます……\n一般的なこと以外は、特にしてないと思います……,"T-Thank you very much...\nThough, i don't think I do\nanything special..."
めぐるちゃん！\nその……ダンスを、教えてほしいんだけど……どうかな？,"Meguru-chan! Uhm... I was\nhoping, you could teach me this\ndance... is that okay?"
秘密の特訓ってことだよね……？　もっちろん！　えへへっ、一緒に頑張ろうね！,"You mean like a private crash\ncourse..? Of course! Ehehe,\nlet's do our best together!"
おはよう、恋鐘ちゃん！\n今日もばーりばりに、\n頑張ろうね！,"Good morning, Kogane-chan!\nToday let's do our real darn best\nagain!"
もっちろん！\nば～りばりばい、冬優子！,"Of course! Our real darn best,\nFuyuko!"
わあ！\n摩美々ちゃん、\n今日もかっこいい服だね！,"Wah! Mamimi-chan, your outfit\ntoday is as cool as always!"
えー\n具体的にはどの辺―？,"Eh, anything in particular?"
今日はふゆが、\n咲耶ちゃんをサポート\nする番だよ！,"Today, it's Fuyu's turn to\nsupport Sakuya-chan!"
フフ、これは頼もしいね\n頼りにしているよ、騎士様？,"Hehe, that's promising. Then I'll\nbe counting on you, faithful\nknight."
今日はふゆが応援する番だよ！\nね、ゆいにゃん♪\n世界で一番可愛いよー！,"Today it's Fuyu's turn to cheer\nyou on! Hey, Yui-nyan♪ You're\nthe cutest in the world-!"
わーいありがとふゆゆーっ\nふゆゆのエールで\n三峰、今日も頑張れそうです！,Woah! Thanks Fuyuyu! With\nFuyuyu's cheers Mitsumine can\ndo her very best today!
霧子ちゃんの肌、綺麗……\n真っ白で、お人形さんみたい,"Kiriko-chan's skin is pretty...\nit's pure-white, like a doll's."
りんごの……\nおかげ……\nかな……？,Maybe it's... thanks to... all those apples...?
果穂ちゃん、ジャスティスⅤ\n好きなんだね\nふゆもちらっとだけ観たよ！,"You like Justice V don't you,\nKaho-chan? Fuyu's seen\na little bit of it herself!"
本当ですか！？\nふゆさんは誰がカッコいいと思いましたかっ！,"Really!? Who did you think was\nthe coolest, Fuyu-san?"
智代子ちゃんって、\nいっつも甘い匂いがする\n可愛いなぁ……,"Chiyoko-chan, you always\nsmell sweet and sugary, it's\ncute..."
甘い匂い……！？\nあっ、チョコとかお菓子とか\nいっぱい持ってるからかな！？,"A sweet smell..!? Ah, could it be\nfrom carrying lots of chocolates\nand candies!?"
樹里ちゃん、\nショートヘアが似合うよね……\n頭の形が綺麗なんだろうなぁ,"Juri-chan, short hair really\nsuits you... you have a pretty\nhead shape don't you?"
頭の形……？\n変なとこ見てんな……\n……ま、サンキュ,"Head shape...? What a weird\nthing to notice... well, thank\nyou."
凛世ちゃんって\n仕草がすっごく綺麗だね\n気品って言うのかな……,"Rinze-chan, your mannerisms\nare so pretty, or maybe I should\nsay elegant..."
ふふ……\n緊張……いたします……,Fufu... I am... nervous now...
夏葉さんのスタイル\n引き締まっててすごいなぁ……,Natsuha-san has such an\namazingly athletic figure...
うふふ、ありがとう\nトレーニング\nの成果かしらね？,"Ufufu, thank you. It must be the\nresult of all that training?"
甘奈ちゃんのファッションって\nいっつも可愛いよね！\nなんでも着こなしてすごいなぁ,Amana-chan's fashion is\nalways so cute! Everything you\nwear is so amazing.
えへへ☆　ありがと！\n可愛い服を見てると\nテンション上がるよね☆,"Ehehe☆ Thanks! When you look\nat cute clothes your mood rises,\ndoesn't it?"
おはよう、甜花ちゃん\nふふ、もしかしてお眠さん？,"Morning, Tenka-chan. Fufu, are\nyou sleepy?"
あう……\nちょっとだけ、お昼寝……\nしてもいい……？,Auu... is it okay... to take a little\nnap...?
わあ！\nそのストラップ可愛い！\nどこに売ってたの？,Wah! Such a cute strap! Where\ndid you buy it?
ふふっ\n千雪工房作製\n非売品なの,"Fufu. It's made in Chiyuki's\nWorkshop, so they're not for\nsale."
あさひ、何してんの？,"Asahi, what are you up to?"
蝶、追跡してるんす,I'm chasing a butterfly.
愛依、何変な顔してんの,"Mei, you're making a strange\nface."
待って、今ネイルしてるから……\n動いたらヨレる……！,"Hold on, I'm doing my nails... if I\nmove they'll get messed up..!"
真乃ちゃん\nほわほわしてて\nちょー可愛い！,"Mano-chan, it's way cute how\ngentle you are!"
ほわ……っ\nえっと、その……\nあ、ありがとうございます……っ,"Howa... uhm, that's... T-Thank\nyou very much..."
お客さんをかぼちゃだと\n思えってやつあるじゃん？\nかぼちゃじゃなきゃダメなの？,"There's that trick to imagine the\naudience as pumpkins, right?\nDoes it like, gotta be pumpkins?"
ジャガイモでも\nいいみたいですよ,Potatoes ought to work too.
地毛でそんなに色綺麗なの\nちょー羨ましいな～,"Your natural hair color is so\npretty, I'm really jealous～"
えへへっ、ありがとう！\nわたしは愛依の色、好きだよ！,"Eheheh, thanks! I really like\nyour color!"
うちらってさ～\nマジうちらだよね～！,"We're all like～ totally like,\n""Y'all""～!"
マジうちらばい～～～！,"Yer right, we're SO like\n""Y'all""～～～!"
摩美々ちゃんって\n髪ふわふわだよね～\n気持ちよさそう♪,"Mamimi-chan, your hair is so\nfluffy～ it's great♪"
ふふー、意外と\nガッチガチだったりしてー,"Hehe, what a surprise, yours\nhappens to be quite stiff～"
咲耶ちゃんの\nクール成分、分けて\nほしいわ～！,"Sakuya-chan, you gotta lend\nme some of that coolness you\ngot～!"
おや、それでは私も、愛依から何かいただくとしようか？,"Oh, well then maybe I'll get\nsomething from you in return?"
うちがめいめいなら～\n結華ちゃんはゆいゆい？\nそれか～……みつみつ？,If I'm MeiMei～ Then Yuika-chan\nis YuiYui? Or... MitsuMitsu?
ふふ～！\nお好きな呼び方でどーうぞ！,Hehe～! Feel free to call me\nwhatever you like!
弟がさ～\nたまにケガしてくんだよね～,"Well my younger brother～ He\ngets injured occasionally,\ny'know～"
ふふ……\n絆創膏……どうぞ……,Fufu... a band-aid... here you\ngo...
果穂ちゃん、これあげる～♪\n弟がダブったらしいから～,"Kaho-chan, here you go～♪ My\nbrother had a dupe～"
わぁっ！　ジャスティスブルーのフィギュア……っ！\nありがとうございますー！,Waah! A Justice Blue figure..!\nThank you so much!
甘かったり～♪　苦かったり～♪\nさーてさーて智代子ちゃんは♪\nどっちのチョコがお好き～♪,"Is it sweet～♪ Is it bitter～♪ Well\nthen, Chiyoko-chan♪ Which\nchocolate do you like～♪"
ふふっ……！　もう、愛依ちゃん何その歌～！\n──チョコは全部大好きです！,"Heheh..! Jeez, what's with the\nsong Mei-chan～! I love all\nchocolate!"
髪、どのくらいで染めてる～？,"Hey, how do you dye your\nhair～?"
あー……\nまぁ、テキトーに……？,"Ah... well, I just kinda wing it...?"
凛世ちゃんの字って\nちょー優しそうなイメージ！,Rinze-chan's letters have such\na graceful appearance!
愛依さんの……\nお手には……\n敵いません……,It is no match for... Mei-san's...\npenmanship...
車って\nやっぱり気持ちいーい？,So you're also into cars?
天気がいい日のドライブ\nなんて最高よ！\n今度乗せてあげるわね,Nothing beats a drive on a nice\nday! I'll give you a ride next\ntime!
駅前にできたスイーツの店\nちょー美味しいらしいよ♪\nプリンもあるんだって～,"The sweets shop in front of the\nstation was like, way tasty♪\nThey had pudding you know～"
めっちゃ気になる！\nこの後行こ！\nね！　ね！,"I'm super interested! Let's go\nafter this! Yeah, yeah?"
甜花ちゃん、\nこのゲーム教えて！\n今度弟とやるんだ～,"Tenka-chan, teach me about\nthis game! I'll play it with my\nbrother next time～"
……このゲーム……甜花、得意……！\nて、甜花で……よければ……教えてあげる……！,This game... is Tenka's\nspecialty..! I-If it's okay...\nTenka... will teach you..!
弟の部屋片づけてたらさ～\n勝手に入るなって\n怒られちゃった～,If I try to clean my little brother's\nroom～ He gets mad and says\nnot to enter without knocking～
ふふっ……\nお年頃なのね,Fufu... He's getting around that\nage huh?
ほらほら～！\n待て待て～！,"Hey hey～! Wait, wait～!"
あはは！\n捕まえてみるっす～！,Ahaha! Try to catch me～!
あ！　冬優子ちゃん！\n昨日のアニメ見た～！？,Ah! Fuyuko-chan! Did you\nwatch yesterday's anime～!?
ちょ！　…………\n誰がいるかわかんないんだから\n後でにしなさい,"Hey!  ...Since we don't know\nwho's around, let's do this later."
えへへっ\nそのままなでてくださいっ,"Ehehe, keep brushing my hair like that please!"
前より強くなった気がするんですっ！　だから……っ！　もっともっともーっと強くなって、それで──！,I feel even stronger than before! That's why..! I'll get stronger and stronger and strooonger-!
今日は休んでいいよ\n休むのも大切なことだからね,今日は休んでいいよ\n休むのも大切なことだからね
わかりました。では遠慮なく,わかりました。では遠慮なく
ま、それなりに,ま、それなりに
テレビつけますよ,テレビつけますよ
おはようございます,おはようございます
今日、浅倉は？,今日、浅倉は？
……ふふ、小糸はもう,……ふふ、小糸はもう
ここはあくまで通過点──……\nだけど、そうね……アナタには\nお礼を言いたいわ、ありがとう,"This is merely a checkpoint... however, I did... want to say, thank you."
まき......まき......♪\n......ふふ,Water... water...♪\n...fufu.
す、すみません……\n──怒られたんじゃ……\nないですか……？,S-Sorry... you're not angry... are you...?
す、すみません……っ\nもしかして、髪の毛くしゃくしゃでしたでしょうか……？,"S-Sorry... maybe, my hair was dishevelled...?"
うふふっ\nもう、仕方がないわね,"Ufufu. Well, it can't be helped huh."
やったぞえらいぞーって、褒めたくて\n自分のこと、それから\nプロデューサーさんのことも,"I want to say to myself, ""Yay, you did it!"" Then I want to praise you too, Producer-san."
なでなで……？\nもう、ふふ……\n子どもじゃないですから,"A head pat...? Aw, hehe... I'm not a kid, you know?"
あっ……ええと……\nどういう……,Ah...Um...What are you...?
わ、すみません……！\n私、ぼんやりしてました……？,"Ah, I'm sorry...! Was I spacing out...?"
私、頑張ったと思いませんかぁ？\n……ってことで\nご褒美のお寿司、待ってまぁす,"Don't you think I've been working hard? ...So then, I'll be awaiting reward sushi～"
嫌です,No.
は、はい……が、頑張ります……！,O-Okay... I-I'll do my best...!
は～い♡　いいよ～？,Suuure♡ Is that okay~?
勝手に触らないでくださいー\nいきなりなんですかぁ,Don't just touch me as you pleaseー\nWhere did that come from?
…………\n……不愉快なんですケド,...\n... This feels wrong.
……何するんですかぁ\nプロデューサーのせいで服が汚れたかもしれませんー,... What are you doing?\nYou might get my clothes dirtyー
えっ、何どうしたの、怖い！\n急に触らないでよプロデューサー！,"Ehー What's gotten into you, you're scaring me! Don't touch me all the sudden, Producer!"
わ……\nびっくりしました……！,Uwa...!\nYou startled me...!
ご、ごめんなさい……！\n時間でしたか……？,S-Sorry...!\nAm I late...?
最低な変態さんにはぁ、仕返しが必要ですよねー\nふふー遠慮せずにいきますよー,"Disgusting perverts need to be punished, don't theyー\nFufuーI won't be holding backー"
……ふふー……プロデューサー\nイタズラにはイタズラで返しますねー,"...Fufuー... Producer,\nif you're misbehaving I'll misbehave right back～"
ダメです、プロデューサーさん\nそういうの、\n勘違いされちゃいますよ？,"You shouldn't do that, Producer-san. You might be misunderstood, you know? "
──いたた……\n筋肉痛みたいです\nふふ、見抜かれちゃいますね,"─Ouch... It seems like I have some muscle pain. Fufu, you saw right through me. "
えーと、パス,"Um, uh, pass."
"──ちょっと
何パスしてんの","──Hold on. What are you
passing to me?"
"マンモクスンがさ……あれ？
マンモスクンが……あれ？
マンモス君がさ────","Mammocksun was... huh?
Mammosskun w... um, huh?
Mammoth-kun was──"
"と、透ちゃん……！
なんの話……！？","T──Toru-chan...!
What are you talking about...!?"
"爪……
なんか、取りたくって","My nails... I kinda wanna clean
them off."
"いいよ～～～
取ったらまた塗る～～～♡","Sure thing～ Once we clean
them, we can paint them
again～♡"
"少し寝るから……
10分で起こして","I'll be lying down for a bit...
wake me up in ten minutes."
"え、寝るんだけど
私も","Eh? I was gonna too, though.
Sleep as well."
"……何か言いたいことは？
５・４・３……","...Did you have something you
want to say? 5, 4, 3..."
"ぴぇ！？　な、なんだっけ……！？
えっと……
ご、ごめんね円香ちゃん……！","Pyeh!? W──what was...!? Uh,
um... s──sorry,
Madoka-chan...!"
"もうちょっと
静かに喋れない？","Can't you talk just a little more
quietly?"
喋れない～～～！,I can't～!
"と、透ちゃん……！
今日みんな……
透ちゃんの家に行くって……","T──Toru-chan...! Everyone's...
going to yours today, they
said..."
"うん
今川焼あるって
お母さんから","Yeah. We've got imagawayaki.
From my mom."
"ま、円香ちゃん……！
あの、この問題わかる？
教えて欲しくて……！","M... Madoka-chan...! Um, do
you get this one? If you could
tell me...!"
"嫌
……嘘、冗談。
これはね──……","No.
...no, kidding. I'm joking.
For this kind of problem──..."
"も、もう雛菜ちゃん……！
ごろごろしちゃだめ！
宿題やった！？","J──jeez, Hinana-chan...! You
can't just laze about! Is your
homework done!?"
"え～～～……
小糸ちゃんなんでも
だめって言う～～～","Eeeeh～... Koito-chan, you say
""you can't"" for everything I do～"
"あは～、透先輩～～～♡
この間あげたストラップ、
使ってくれてる～～～？","Aha～, Toru-senpai～♡ Are you
using the strap I gave you
recently～?"
"使ってるよ
……あれ？　これだっけ","Yeah, I'm using it.
...huh? Was it this again?"
"透先ぱ～～～～～……
……なんだ、円香先輩か～
がっかり～……","Toru-senpaaa～──...
...aww, just Madoka-senpai,
huh～ Whadda letdown～..."
……で？,...and?
"小糸ちゃ～ん！
雛菜の右手と左手、どっちに
お菓子があるでしょうか～？","Koito-channn～! Which hand's
got a sweetie? Izzit Hinana's
right or left?"
"え、えっと……！
じゃあ、右……！
──あ……お菓子のゴミだ……","Uh──umm...! Then I'll go...
right...! ──Auh... that's an
empty wrapper..."
……さむ,...Cold.
"あの、これ……
この間、雨上がりに虹が出て……
写真、撮ったんです……っ","Um, look......
I took a picture of the rainbow
after the rain the other day..."
"いいね
グー","Nice.
Muy bueno."
あ、真乃ちゃん,"Ah, Mano-chan."
あ、透ちゃん,"Ah, Toru-chan!"
"ま、円香ちゃん……
あの、お家……透ちゃんと
お隣同士だったりするんですか？","M-Madoka-chan...
Um, so... do you and Toru live 
next door to eachother?"
"そうだけど
……誰かから聞いた？","Yeah, we do.
...Did someone tell you that?"
"……？
Why……？","...? 
""Why"" ...?"
ほわっ……？,Hwa...?
"『幼馴染』……
みんな仲良くって素敵だなぁ……
あ……えっと、急にごめんね……っ","""Childhood friends""...
Being so close sounds lovely...
Ah... Um, sorry..."
